COASTAL_ID,TAMBON,DISTRICT,PROVINCE,PROVINCE_S,TYP_NAME_T,TYP_NAME_E,AREA_sqm
221,ปาล์มพัฒนา,มะนัง,สตูล,สตูล,แผ่นดิน ภูเขาและเกาะ,"Upland, mountains and island",14650782.04
222,นาทับ,จะนะ,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,2346681.48
223,นาทับ,จะนะ,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,261101.09
224,นาทับ,จะนะ,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,5789719.42
225,นาทับ,จะนะ,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,13677.39
226,นาทับ,จะนะ,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,5037934.9
227,นาทับ,จะนะ,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,5348032.25
228,นาทับ,จะนะ,สงขลา,สงขลา,หาดทรายปัจจุบัน,Young sandy beach,1383958.59
229,นาทับ,จะนะ,สงขลา,สงขลา,หาดทรายปัจจุบัน,Young sandy beach,748875.55
230,นาทับ,จะนะ,สงขลา,สงขลา,ลากูนเดิม,Old lagoon,1702005.85
231,นาทับ,จะนะ,สงขลา,สงขลา,ลากูนเดิม,Old lagoon,832739.53
232,นาทับ,จะนะ,สงขลา,สงขลา,ลากูนเดิม,Old lagoon,7650862.29
233,นาทับ,จะนะ,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",12502702.53
234,ท่าข้าม,หาดให่ญ,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,66073.82
235,ท่าข้าม,หาดให่ญ,สงขลา,สงขลา,ลากูนเดิม,Old lagoon,157963.7
236,ท่าข้าม,หาดให่ญ,สงขลา,สงขลา,ลากูนเดิม,Old lagoon,999.17
237,ท่าข้าม,หาดให่ญ,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",32188746.79
238,ท่าช้าง,บางกลำ่,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",99100854.19
239,ทุ่งหวัง,เมืองสงขลา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,549713.79
240,ทุ่งหวัง,เมืองสงขลา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,169232.65
241,ทุ่งหวัง,เมืองสงขลา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,358440.31
242,ทุ่งหวัง,เมืองสงขลา,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,599842.34
243,ทุ่งหวัง,เมืองสงขลา,สงขลา,สงขลา,ลากูนเดิม,Old lagoon,107.14
244,ทุ่งหวัง,เมืองสงขลา,สงขลา,สงขลา,ลากูนเดิม,Old lagoon,5131807.39
245,ทุ่งหวัง,เมืองสงขลา,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",32286666.86
246,บ้านหาร,บางกลำ่,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",10644245.97
247,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,สตูล,แผ่นดิน ภูเขาและเกาะ,"Upland, mountains and island",16037174.64
248,คลองแห,หาดให่ญ,สงขลา,สงขลา,ที่ราบน้ำขึ้นถึง,Intertidal flat,9652.87
249,คลองแห,หาดให่ญ,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",23341749.71
250,น้ำผุด,ละงู,สตูล,สตูล,แผ่นดิน ภูเขาและเกาะ,"Upland, mountains and island",47099206.15
251,ทุ่งบุหลัง,ทุ่งหว้า,สตูล,สตูล,ที่ราบใต้ระดับน้ำลง,Subtidal flat,98276.84
252,ทุ่งบุหลัง,ทุ่งหว้า,สตูล,สตูล,หาดทรายปัจจุบัน,Young sandy beach,2718678.56
253,ทุ่งบุหลัง,ทุ่งหว้า,สตูล,สตูล,หาดทรายเดิม,Old sandy beach,2049281.24
254,ทุ่งบุหลัง,ทุ่งหว้า,สตูล,สตูล,ที่ราบน้ำขึ้นถึง,Intertidal flat,14969470.3
255,ทุ่งบุหลัง,ทุ่งหว้า,สตูล,สตูล,แผ่นดิน ภูเขาและเกาะ,"Upland, mountains and island",58052.66
256,ทุ่งใหญ่,หาดให่ญ,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",27446523.96
257,คลองอู่ตะเภา,หาดให่ญ,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",3857074.65
258,คอหงส์,หาดให่ญ,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",16612293.03
259,จะโหนง,จะนะ,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",39949309.28
260,หาดใหญ่,หาดให่ญ,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",12801968.31
261,ฉลุง,หาดให่ญ,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",38866853.15
262,พิจิตร,นาหม่อม,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",11523314.37
263,ควนลัง,หาดให่ญ,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",3186139.36
264,ขอนคลาน,ทุ่งหว้า,สตูล,สตูล,ที่ราบใต้ระดับน้ำลง,Subtidal flat,191059.95
265,ขอนคลาน,ทุ่งหว้า,สตูล,สตูล,หาดทรายปัจจุบัน,Young sandy beach,5202863.26
266,ขอนคลาน,ทุ่งหว้า,สตูล,สตูล,หาดทรายเดิม,Old sandy beach,692268.56
267,ขอนคลาน,ทุ่งหว้า,สตูล,สตูล,ที่ราบน้ำขึ้นถึง,Intertidal flat,8892596.18
268,กำแพง,ละงู,สตูล,สตูล,หาดทรายเดิม,Old sandy beach,3327395.42
269,กำแพง,ละงู,สตูล,สตูล,ที่ราบน้ำขึ้นถึง,Intertidal flat,12052038.97
270,กำแพง,ละงู,สตูล,สตูล,แผ่นดิน ภูเขาและเกาะ,"Upland, mountains and island",70219503.66
271,ตลิ่งชัน,จะนะ,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,18355.14
272,ตลิ่งชัน,จะนะ,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,38913.93
273,ตลิ่งชัน,จะนะ,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,199014.72
274,ตลิ่งชัน,จะนะ,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,7340556.91
275,ตลิ่งชัน,จะนะ,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,2317613.14
276,ตลิ่งชัน,จะนะ,สงขลา,สงขลา,หาดทรายเดิม,Old sandy beach,4663870.45
277,ตลิ่งชัน,จะนะ,สงขลา,สงขลา,หาดทรายปัจจุบัน,Young sandy beach,5659.01
278,ตลิ่งชัน,จะนะ,สงขลา,สงขลา,ลากูนเดิม,Old lagoon,8218849.14
279,ตลิ่งชัน,จะนะ,สงขลา,สงขลา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",17944222.15
280,แหลมสน,ละงู,สตูล,สตูล,ที่ราบใต้ระดับน้ำลง,Subtidal flat,627049.44
281,แหลมสน,ละงู,สตูล,สตูล,หาดทรายปัจจุบัน,Young sandy beach,11691426.12
282,แหลมสน,ละงู,สตูล,สตูล,ที่ราบน้ำขึ้นถึง,Intertidal flat,22291015.64
283,แหลมสน,ละงู,สตูล,สตูล,แผ่นดิน ภูเขาและเกาะ,"Upland, mountains and island",9284905.61
284,นิคมพัฒนา,มะนัง,สตูล,สตูล,แผ่นดิน ภูเขาและเกาะ,"Upland, mountains and island",56816586.83
